ID;Municipio;SiglaEstado;QtdMasculino;QtdFeminino;QtdTotal;PercentualFeminino;PercentualMasculino
4431;SANTA HELENA DE GOIµS;GO;249;102;351;290.598.290.598.290.000;709.401.709.401.709.000
5515;VERTENTE DO LêRIO;PE;83;34;117;290.598.290.598.290.000;709.401.709.401.709.000
2792;LIMOEIRO DO AJURU;PA;188;77;265;290.566.037.735.849.000;709.433.962.264.150.000
3405;NOVA VENêCIA;ES;293;120;413;290.556.900.726.392.000;709.443.099.273.607.000
468;BALIZA;GO;105;43;148;290.540.540.540.540.000;709.459.459.459.459.000
5093;SIMONêSIA;MG;210;86;296;290.540.540.540.540.000;709.459.459.459.459.000
3340;NOVA FµTIMA;PR;127;52;179;290.502.793.296.089.000;709.497.206.703.910.000
3283;NILO PEÄANHA;BA;127;52;179;290.502.793.296.089.000;709.497.206.703.910.000
4061;PRESIDENTE VENCESLAU;SP;254;104;358;290.502.793.296.089.000;709.497.206.703.910.000
3622;PARANHOS;MS;127;52;179;290.502.793.296.089.000;709.497.206.703.910.000
3883;PIRES DO RIO;GO;171;70;241;290.456.431.535.269.000;709.543.568.464.730.000
665;BOCAIÈVA DO SUL;PR;171;70;241;290.456.431.535.269.000;709.543.568.464.730.000
1598;DOIS VIZINHOS;PR;193;79;272;290.441.176.470.588.000;709.558.823.529.411.000
801;BU÷QUE;PE;215;88;303;290.429.042.904.290.000;709.570.957.095.709.000
3761;PENHA;SC;215;88;303;290.429.042.904.290.000;709.570.957.095.709.000
4959;SAPê;PB;281;115;396;290.404.040.404.040.000;709.595.959.595.959.000
2225;INHUMAS;GO;303;124;427;290.398.126.463.700.000;709.601.873.536.299.000
1201;CATU÷PE;RS;66;27;93;290.322.580.645.161.000;709.677.419.354.838.000
728;BOQUIM;SE;154;63;217;290.322.580.645.161.000;709.677.419.354.838.000
1095;CARACOL;MS;88;36;124;290.322.580.645.161.000;709.677.419.354.838.000
343;ARARA;PB;88;36;124;290.322.580.645.161.000;709.677.419.354.838.000
3725;PEDRAN‡POLIS;SP;88;36;124;290.322.580.645.161.000;709.677.419.354.838.000
3894;PIUM;TO;110;45;155;290.322.580.645.161.000;709.677.419.354.838.000
3527;PAES LANDIM;PI;66;27;93;290.322.580.645.161.000;709.677.419.354.838.000
4535;SANTANA DO CARIRI;CE;88;36;124;290.322.580.645.161.000;709.677.419.354.838.000
2917;MANOEL VITORINO;BA;132;54;186;290.322.580.645.161.000;709.677.419.354.838.000
3011;MATA VERDE;MG;132;54;186;290.322.580.645.161.000;709.677.419.354.838.000
5569;VIT‡RIA BRASIL;SP;66;27;93;290.322.580.645.161.000;709.677.419.354.838.000
3176;MONTE SANTO DE MINAS;MG;181;74;255;290.196.078.431.372.000;709.803.921.568.627.000
2472;IVINHEMA;MS;181;74;255;290.196.078.431.372.000;709.803.921.568.627.000
3299;NOSSA SENHORA DAS DORES;SE;137;56;193;290.155.440.414.507.000;709.844.559.585.492.000
4305;RORAIN‡POLIS;RR;252;103;355;290.140.845.070.422.000;709.859.154.929.577.000
2765;LAURO MöLLER;SC;115;47;162;290.123.456.790.123.000;709.876.543.209.876.000
384;ARIQUEMES;RO;345;141;486;290.123.456.790.123.000;709.876.543.209.876.000
1136;CARMO DA CACHOEIRA;MG;230;94;324;290.123.456.790.123.000;709.876.543.209.876.000
987;CAMPO MAIOR;PI;230;94;324;290.123.456.790.123.000;709.876.543.209.876.000
1283;CIDEL∂NDIA;MA;115;47;162;290.123.456.790.123.000;709.876.543.209.876.000
2264;IPUEIRAS;CE;115;47;162;290.123.456.790.123.000;709.876.543.209.876.000
1933;GOIANµ;MG;115;47;162;290.123.456.790.123.000;709.876.543.209.876.000
2170;IGUARACI;PE;93;38;131;290.076.335.877.862.000;709.923.664.122.137.000
1466;CRISTAL∂NDIA;TO;93;38;131;290.076.335.877.862.000;709.923.664.122.137.000
1506;CUMARU;PE;93;38;131;290.076.335.877.862.000;709.923.664.122.137.000
421;ATALAIA;AL;186;76;262;290.076.335.877.862.000;709.923.664.122.137.000
313;ARAGOMINAS;TO;93;38;131;290.076.335.877.862.000;709.923.664.122.137.000
2674;JUSSARA;GO;186;76;262;290.076.335.877.862.000;709.923.664.122.137.000
4927;S«O SEBASTI«O DO CA÷;RS;186;76;262;290.076.335.877.862.000;709.923.664.122.137.000
5052;SERRAN‡POLIS DE MINAS;MG;93;38;131;290.076.335.877.862.000;709.923.664.122.137.000
4877;S«O MIGUEL DO PASSA QUATRO;GO;93;38;131;290.076.335.877.862.000;709.923.664.122.137.000
4952;S«O VICENTE;SP;722;295;1017;290.068.829.891.838.000;709.931.170.108.161.000
2356;ITAMBê;PE;257;105;362;290.055.248.618.784.000;709.944.751.381.215.000
371;AREIA BRANCA;RN;164;67;231;290.043.290.043.290.000;709.956.709.956.709.000
3362;NOVA MAMORê;RO;235;96;331;290.030.211.480.362.000;709.969.788.519.637.000
3262;NATIVIDADE;TO;142;58;200;290.000.000.000.000.000;710.000.000.000.000.000
3247;MURUTINGA DO SUL;SP;71;29;100;290.000.000.000.000.000;710.000.000.000.000.000
2615;JOAQUIM PIRES;PI;71;29;100;290.000.000.000.000.000;710.000.000.000.000.000
4358;SALTO DO LONTRA;PR;71;29;100;290.000.000.000.000.000;710.000.000.000.000.000
4508;SANTA TERESINHA;PB;71;29;100;290.000.000.000.000.000;710.000.000.000.000.000
3880;PIRATUBA;SC;71;29;100;290.000.000.000.000.000;710.000.000.000.000.000
304;ARACITABA;MG;71;29;100;290.000.000.000.000.000;710.000.000.000.000.000
1061;CAP«O DO CIP‡;RS;71;29;100;290.000.000.000.000.000;710.000.000.000.000.000
2081;HUGO NAPOLE«O;PI;71;29;100;290.000.000.000.000.000;710.000.000.000.000.000
4950;S«O VENDELINO;RS;71;29;100;290.000.000.000.000.000;710.000.000.000.000.000
2184;ILHêUS;BA;686;280;966;289.855.072.463.768.000;710.144.927.536.231.000
3879;PIRATININGA;SP;98;40;138;289.855.072.463.768.000;710.144.927.536.231.000
2752;LAPA;PR;196;80;276;289.855.072.463.768.000;710.144.927.536.231.000
2416;ITAQUARA;BA;98;40;138;289.855.072.463.768.000;710.144.927.536.231.000
5582;WAGNER;BA;98;40;138;289.855.072.463.768.000;710.144.927.536.231.000
2308;ITABUNA;BA;740;302;1042;289.827.255.278.310.000;710.172.744.721.689.000
4412;SANTA CRUZ DO RIO PARDO;SP;223;91;314;289.808.917.197.452.000;710.191.082.802.547.000
5304;TRACUNHAêM;PE;223;91;314;289.808.917.197.452.000;710.191.082.802.547.000
3751;PEIXE;TO;174;71;245;289.795.918.367.346.000;710.204.081.632.653.000
5349;TUMIRITINGA;MG;125;51;176;289.772.727.272.727.000;710.227.272.727.272.000
4132;RAUL SOARES;MG;277;113;390;289.743.589.743.589.000;710.256.410.256.410.000
4414;SANTA CRUZ DO XINGU;MT;76;31;107;289.719.626.168.224.000;710.280.373.831.775.000
2815;LUCêLIA;SP;228;93;321;289.719.626.168.224.000;710.280.373.831.775.000
2603;JO«O COSTA;PI;76;31;107;289.719.626.168.224.000;710.280.373.831.775.000
1690;EQUADOR;RN;76;31;107;289.719.626.168.224.000;710.280.373.831.775.000
1257;CHAPADA DOS GUIMAR«ES;MT;228;93;321;289.719.626.168.224.000;710.280.373.831.775.000
1285;CIP‡;BA;152;62;214;289.719.626.168.224.000;710.280.373.831.775.000
896;CAIUµ;SP;152;62;214;289.719.626.168.224.000;710.280.373.831.775.000
294;ARABUT«;SC;76;31;107;289.719.626.168.224.000;710.280.373.831.775.000
5536;VIEIR‡POLIS;PB;76;31;107;289.719.626.168.224.000;710.280.373.831.775.000
4775;S«O JOSê DA BOA VISTA;PR;76;31;107;289.719.626.168.224.000;710.280.373.831.775.000
3638;PARINTINS;AM;358;146;504;289.682.539.682.539.000;710.317.460.317.460.000
1998;GUAJARµ-MIRIM;RO;282;115;397;289.672.544.080.604.000;710.327.455.919.395.000
2228;INÈBIA PAULISTA;SP;103;42;145;289.655.172.413.793.000;710.344.827.586.206.000
1004;CAMPOS SALES;CE;103;42;145;289.655.172.413.793.000;710.344.827.586.206.000
3540;PALESTINA DO PARµ;PA;103;42;145;289.655.172.413.793.000;710.344.827.586.206.000
3855;PIRACURUCA;PI;103;42;145;289.655.172.413.793.000;710.344.827.586.206.000
4073;PROPRIµ;SE;206;84;290;289.655.172.413.793.000;710.344.827.586.206.000
2589;JERUMENHA;PI;103;42;145;289.655.172.413.793.000;710.344.827.586.206.000
3188;MONTIVIDIU DO NORTE;GO;103;42;145;289.655.172.413.793.000;710.344.827.586.206.000
4973;SARUTAIµ;SP;103;42;145;289.655.172.413.793.000;710.344.827.586.206.000
4894;S«O PEDRO DA UNI«O;MG;103;42;145;289.655.172.413.793.000;710.344.827.586.206.000
2956;MARCO;CE;130;53;183;289.617.486.338.797.000;710.382.513.661.202.000
4271;RIO TINTO;PB;130;53;183;289.617.486.338.797.000;710.382.513.661.202.000
5136;SUMIDOURO;RJ;130;53;183;289.617.486.338.797.000;710.382.513.661.202.000
2684;LADAINHA;MG;157;64;221;289.592.760.180.995.000;710.407.239.819.004.000
532;BARRA DO RIBEIRO;RS;184;75;259;289.575.289.575.289.000;710.424.710.424.710.000
4965;SAPUCAIA;RJ;184;75;259;289.575.289.575.289.000;710.424.710.424.710.000
5123;SORRISO;MT;292;119;411;289.537.712.895.377.000;710.462.287.104.622.000
555;BARRO DURO;PI;81;33;114;289.473.684.210.526.000;710.526.315.789.473.000
419;ASTORGA;PR;216;88;304;289.473.684.210.526.000;710.526.315.789.473.000
261;ANT‚NIO CARDOSO;BA;135;55;190;289.473.684.210.526.000;710.526.315.789.473.000
1011;CANANêIA;SP;243;99;342;289.473.684.210.526.000;710.526.315.789.473.000
1022;CANDEIAS;MG;135;55;190;289.473.684.210.526.000;710.526.315.789.473.000
1132;CARLOS CHAGAS;MG;216;88;304;289.473.684.210.526.000;710.526.315.789.473.000
2271;IRACEMA DO OESTE;PR;54;22;76;289.473.684.210.526.000;710.526.315.789.473.000
2267;IPUMIRIM;SC;81;33;114;289.473.684.210.526.000;710.526.315.789.473.000
1926;GL‡RIA DO GOITµ;PE;162;66;228;289.473.684.210.526.000;710.526.315.789.473.000
1716;ESP÷RITO SANTO DO DOURADO;MG;81;33;114;289.473.684.210.526.000;710.526.315.789.473.000
1798;FIGUEIR‡POLIS D'OESTE;MT;54;22;76;289.473.684.210.526.000;710.526.315.789.473.000
4473;SANTA MARIA DO TOCANTINS;TO;81;33;114;289.473.684.210.526.000;710.526.315.789.473.000
3805;PI“N;PR;243;99;342;289.473.684.210.526.000;710.526.315.789.473.000
3653;PASSA VINTE;MG;108;44;152;289.473.684.210.526.000;710.526.315.789.473.000
5282;TOBIAS BARRETO;SE;194;79;273;289.377.289.377.289.000;710.622.710.622.710.000
1472;CRISTINA;MG;167;68;235;289.361.702.127.659.000;710.638.297.872.340.000
1273;CHOR‡;CE;140;57;197;289.340.101.522.842.000;710.659.898.477.157.000
2208;INDIANA;SP;140;57;197;289.340.101.522.842.000;710.659.898.477.157.000
1064;CAPELA;AL;140;57;197;289.340.101.522.842.000;710.659.898.477.157.000
2527;JANDA÷RA;BA;140;57;197;289.340.101.522.842.000;710.659.898.477.157.000
2795;LIND‡IA;SP;113;46;159;289.308.176.100.628.000;710.691.823.899.371.000
3763;PEQUERI;MG;113;46;159;289.308.176.100.628.000;710.691.823.899.371.000
1068;CAPELA DO ALTO ALEGRE;BA;113;46;159;289.308.176.100.628.000;710.691.823.899.371.000
1766;FAZENDA RIO GRANDE;PR;452;184;636;289.308.176.100.628.000;710.691.823.899.371.000
4757;S«O JO«O DO SOTER;MA;199;81;280;289.285.714.285.714.000;710.714.285.714.285.000
4211;RIO ACIMA;MG;285;116;401;289.276.807.980.049.000;710.723.192.019.950.000
3096;MIRACEMA;RJ;285;116;401;289.276.807.980.049.000;710.723.192.019.950.000
3300;NOSSA SENHORA DAS GRAÄAS;PR;86;35;121;289.256.198.347.107.000;710.743.801.652.892.000
3510;OURO VERDE DO OESTE;PR;86;35;121;289.256.198.347.107.000;710.743.801.652.892.000
2266;IPUIÈNA;MG;86;35;121;289.256.198.347.107.000;710.743.801.652.892.000
830;CABECEIRAS DO PIAU÷;PI;86;35;121;289.256.198.347.107.000;710.743.801.652.892.000
748;BRAGANÄA;PA;403;164;567;289.241.622.574.955.000;710.758.377.425.044.000
1169;CASCAVEL;PR;779;317;1096;289.233.576.642.335.000;710.766.423.357.664.000
295;ARAÄAGI;PB;145;59;204;289.215.686.274.509.000;710.784.313.725.490.000
2727;LAGOA VERMELHA;RS;145;59;204;289.215.686.274.509.000;710.784.313.725.490.000
3366;NOVA MONTE VERDE;MT;118;48;166;289.156.626.506.024.000;710.843.373.493.975.000
4225;RIO CRESPO;RO;118;48;166;289.156.626.506.024.000;710.843.373.493.975.000
379;AR“S;RN;118;48;166;289.156.626.506.024.000;710.843.373.493.975.000
45;µGUA AZUL DO NORTE;PA;177;72;249;289.156.626.506.024.000;710.843.373.493.975.000
895;CAIRU;BA;177;72;249;289.156.626.506.024.000;710.843.373.493.975.000
4706;S«O GONÄALO DO RIO PRETO;MG;118;48;166;289.156.626.506.024.000;710.843.373.493.975.000
5581;VOTUPORANGA;SP;354;144;498;289.156.626.506.024.000;710.843.373.493.975.000
1823;FLORIAN‡POLIS;SC;740;301;1041;289.145.052.833.813.000;710.854.947.166.186.000
578;BELA VISTA DE MINAS;MG;209;85;294;289.115.646.258.503.000;710.884.353.741.496.000
3710;PEDRA AZUL;MG;209;85;294;289.115.646.258.503.000;710.884.353.741.496.000
646;BOA VIAGEM;CE;150;61;211;289.099.526.066.350.000;710.900.473.933.649.000
2403;ITµPOLIS;SP;241;98;339;289.085.545.722.713.000;710.914.454.277.286.000
4510;SANTA TEREZA DE GOIµS;GO;91;37;128;289.062.500.000.000.000;710.937.500.000.000.000
39;AFR∂NIO;PE;91;37;128;289.062.500.000.000.000;710.937.500.000.000.000
17;ACAJUTIBA;BA;182;74;256;289.062.500.000.000.000;710.937.500.000.000.000
1296;COCAL;PI;182;74;256;289.062.500.000.000.000;710.937.500.000.000.000
4963;SAPOPEMA;PR;91;37;128;289.062.500.000.000.000;710.937.500.000.000.000
2457;ITUIUTABA;MG;396;161;557;289.048.473.967.684.000;710.951.526.032.315.000
893;CAIC‡;RN;305;124;429;289.044.289.044.289.000;710.955.710.955.710.000
4886;S«O PAULO DE OLIVENÄA;AM;214;87;301;289.036.544.850.498.000;710.963.455.149.501.000
40;AFUµ;PA;123;50;173;289.017.341.040.462.000;710.982.658.959.537.000
3673;PATROC÷NIO;MG;369;150;519;289.017.341.040.462.000;710.982.658.959.537.000
3035;MATÂES;MA;155;63;218;288.990.825.688.073.000;711.009.174.311.926.000
2235;IPATINGA;MG;620;252;872;288.990.825.688.073.000;711.009.174.311.926.000
102;ALDEIAS ALTAS;MA;187;76;263;288.973.384.030.418.000;711.026.615.969.581.000
3343;NOVA FRIBURGO;RJ;657;267;924;288.961.038.961.038.000;711.038.961.038.961.000
2349;ITAMARANDIBA;MG;219;89;308;288.961.038.961.038.000;711.038.961.038.961.000
3148;MONTANHA;ES;160;65;225;288.888.888.888.888.000;711.111.111.111.111.000
3225;MUCURI;BA;384;156;540;288.888.888.888.888.000;711.111.111.111.111.000
4506;SANTA SALETE;SP;64;26;90;288.888.888.888.888.000;711.111.111.111.111.000
1031;C∂NDIDO SALES;BA;160;65;225;288.888.888.888.888.000;711.111.111.111.111.000
792;BRUMADINHO;MG;352;143;495;288.888.888.888.888.000;711.111.111.111.111.000
1939;GOIANINHA;RN;96;39;135;288.888.888.888.888.000;711.111.111.111.111.000
5146;TABIRA;PE;128;52;180;288.888.888.888.888.000;711.111.111.111.111.000
4324;SABARµ;MG;645;262;907;288.864.388.092.613.000;711.135.611.907.386.000
453;BADY BASSITT;SP;165;67;232;288.793.103.448.275.000;711.206.896.551.724.000
4150;REM÷GIO;PB;133;54;187;288.770.053.475.935.000;711.229.946.524.064.000
2485;JACARACI;BA;133;54;187;288.770.053.475.935.000;711.229.946.524.064.000
2760;LARANJEIRAS DO SUL;PR;266;108;374;288.770.053.475.935.000;711.229.946.524.064.000
3633;PARDINHO;SP;101;41;142;288.732.394.366.197.000;711.267.605.633.802.000
376;AREI‡POLIS;SP;202;82;284;288.732.394.366.197.000;711.267.605.633.802.000
2051;GUATAPARµ;SP;202;82;284;288.732.394.366.197.000;711.267.605.633.802.000
1237;CERRITO;RS;101;41;142;288.732.394.366.197.000;711.267.605.633.802.000
5264;TIBAU DO SUL;RN;101;41;142;288.732.394.366.197.000;711.267.605.633.802.000
5215;TARUMIRIM;MG;101;41;142;288.732.394.366.197.000;711.267.605.633.802.000
4452;SANTA LUZIA DO ITANHY;SE;170;69;239;288.702.928.870.292.000;711.297.071.129.707.000
1498;CUBAT«O;SP;446;181;627;288.676.236.044.657.000;711.323.763.955.342.000
1253;CHAPADA;RS;69;28;97;288.659.793.814.432.000;711.340.206.185.567.000
2188;IMACULADA;PB;69;28;97;288.659.793.814.432.000;711.340.206.185.567.000
2196;IMIGRANTE;RS;69;28;97;288.659.793.814.432.000;711.340.206.185.567.000
248;ANHANGöERA;GO;69;28;97;288.659.793.814.432.000;711.340.206.185.567.000
3514;PACAEMBU;SP;138;56;194;288.659.793.814.432.000;711.340.206.185.567.000
3749;PEDRO TEIXEIRA;MG;69;28;97;288.659.793.814.432.000;711.340.206.185.567.000
2648;JÈLIO MESQUITA;SP;69;28;97;288.659.793.814.432.000;711.340.206.185.567.000
2595;JIQUIRIÄµ;BA;138;56;194;288.659.793.814.432.000;711.340.206.185.567.000
2996;MARTIN‡POLIS;SP;276;112;388;288.659.793.814.432.000;711.340.206.185.567.000
2988;MARIZ‡POLIS;PB;69;28;97;288.659.793.814.432.000;711.340.206.185.567.000
5450;VALE DO ANARI;RO;138;56;194;288.659.793.814.432.000;711.340.206.185.567.000
1337;CONCEIÄ«O DA FEIRA;BA;244;99;343;288.629.737.609.329.000;711.370.262.390.670.000
1874;FREI PAULO;SE;106;43;149;288.590.604.026.845.000;711.409.395.973.154.000
3524;PADRE CARVALHO;MG;106;43;149;288.590.604.026.845.000;711.409.395.973.154.000
4981;SAÈDE;BA;106;43;149;288.590.604.026.845.000;711.409.395.973.154.000
2966;MARIA HELENA;PR;143;58;201;288.557.213.930.348.000;711.442.786.069.651.000
1588;DIVISA NOVA;MG;143;58;201;288.557.213.930.348.000;711.442.786.069.651.000
998;CAMPOS DO JORD«O;SP;429;174;603;288.557.213.930.348.000;711.442.786.069.651.000
1728;ESTRELA;RS;254;103;357;288.515.406.162.464.000;711.484.593.837.535.000
5106;SOBRADINHO;BA;254;103;357;288.515.406.162.464.000;711.484.593.837.535.000
957;CAMPINAS;SP;1640;665;2305;288.503.253.796.095.000;711.496.746.203.904.000
702;BOM PROGRESSO;RS;74;30;104;288.461.538.461.538.000;711.538.461.538.461.000
341;ARAPUTANGA;MT;185;75;260;288.461.538.461.538.000;711.538.461.538.461.000
1381;CONTENDAS DO SINCORµ;BA;74;30;104;288.461.538.461.538.000;711.538.461.538.461.000
1258;CHAPADA GAÈCHA;MG;148;60;208;288.461.538.461.538.000;711.538.461.538.461.000
2853;MACED‚NIA;SP;74;30;104;288.461.538.461.538.000;711.538.461.538.461.000
3818;PINDA÷;BA;74;30;104;288.461.538.461.538.000;711.538.461.538.461.000
3994;PORTO MURTINHO;MS;185;75;260;288.461.538.461.538.000;711.538.461.538.461.000
5273;TIMB‡;SC;148;60;208;288.461.538.461.538.000;711.538.461.538.461.000
1858;FRANCISCO BELTR«O;PR;227;92;319;288.401.253.918.495.000;711.598.746.081.504.000
797;BUEN‡POLIS;MG;190;77;267;288.389.513.108.614.000;711.610.486.891.385.000
4112;QUITANDINHA;PR;190;77;267;288.389.513.108.614.000;711.610.486.891.385.000
5076;SEVER÷NIA;SP;190;77;267;288.389.513.108.614.000;711.610.486.891.385.000
3664;PASSOS;MG;306;124;430;288.372.093.023.255.000;711.627.906.976.744.000
1496;CRUZ÷LIA;MG;153;62;215;288.372.093.023.255.000;711.627.906.976.744.000
1293;CLEVEL∂NDIA;PR;116;47;163;288.343.558.282.208.000;711.656.441.717.791.000
450;BACABEIRA;MA;195;79;274;288.321.167.883.211.000;711.678.832.116.788.000
1455;CRATO;CE;432;175;607;288.303.130.148.270.000;711.696.869.851.729.000
2137;IBITURUNA;MG;79;32;111;288.288.288.288.288.000;711.711.711.711.711.000
1025;CANDIBA;BA;79;32;111;288.288.288.288.288.000;711.711.711.711.711.000
3566;PALMELO;GO;79;32;111;288.288.288.288.288.000;711.711.711.711.711.000
5107;SOBRADINHO;RS;79;32;111;288.288.288.288.288.000;711.711.711.711.711.000
5485;VµRZEA DA ROÄA;BA;79;32;111;288.288.288.288.288.000;711.711.711.711.711.000
985;CAMPO LIMPO PAULISTA;SP;358;145;503;288.270.377.733.598.000;711.729.622.266.401.000
817;BURITIS;MG;200;81;281;288.256.227.758.007.000;711.743.772.241.992.000
4585;SANTO ANT‚NIO DO IÄµ;AM;200;81;281;288.256.227.758.007.000;711.743.772.241.992.000
5241;TEOT‚NIO VILELA;AL;200;81;281;288.256.227.758.007.000;711.743.772.241.992.000
1036;CANGUARETAMA;RN;242;98;340;288.235.294.117.647.000;711.764.705.882.352.000
3217;MOSTARDAS;RS;121;49;170;288.235.294.117.647.000;711.764.705.882.352.000
5164;TAIPU;RN;121;49;170;288.235.294.117.647.000;711.764.705.882.352.000
2947;MARAÈ;BA;163;66;229;288.209.606.986.899.000;711.790.393.013.100.000
2223;INHAÈMA;MG;163;66;229;288.209.606.986.899.000;711.790.393.013.100.000
1705;ESPERANÄA;PB;163;66;229;288.209.606.986.899.000;711.790.393.013.100.000
3166;MONTE CARMELO;MG;247;100;347;288.184.438.040.345.000;711.815.561.959.654.000
3288;NIPO«;SP;126;51;177;288.135.593.220.338.000;711.864.406.779.661.000
3359;NOVA LIMA;MG;378;153;531;288.135.593.220.338.000;711.864.406.779.661.000
3054;MEDEIROS NETO;BA;126;51;177;288.135.593.220.338.000;711.864.406.779.661.000
2605;JO«O DOURADO;BA;84;34;118;288.135.593.220.338.000;711.864.406.779.661.000
2625;JOSê DA PENHA;RN;42;17;59;288.135.593.220.338.000;711.864.406.779.661.000
2529;JANDIRA;SP;504;204;708;288.135.593.220.338.000;711.864.406.779.661.000
876;CAETê;MG;388;157;545;288.073.394.495.412.000;711.926.605.504.587.000
2994;MARTINHO CAMPOS;MG;173;70;243;288.065.843.621.399.000;711.934.156.378.600.000
662;BOCAINA DE MINAS;MG;131;53;184;288.043.478.260.869.000;711.956.521.739.130.000
1837;FORMOSO;MG;131;53;184;288.043.478.260.869.000;711.956.521.739.130.000
1231;CENTRO DO GUILHERME;MA;131;53;184;288.043.478.260.869.000;711.956.521.739.130.000
2322;ITAGUA÷;RJ;487;197;684;288.011.695.906.432.000;711.988.304.093.567.000
3822;PINDOBAÄU;BA;178;72;250;288.000.000.000.000.000;712.000.000.000.000.000
3748;PEDRO RêGIS;PB;89;36;125;288.000.000.000.000.000;712.000.000.000.000.000
1807;FLORA÷;PR;89;36;125;288.000.000.000.000.000;712.000.000.000.000.000
969;CAMPO BOM;RS;267;108;375;288.000.000.000.000.000;712.000.000.000.000.000
568;BATAYPOR«;MS;89;36;125;288.000.000.000.000.000;712.000.000.000.000.000
1815;FLORESTA;PE;136;55;191;287.958.115.183.246.000;712.041.884.816.753.000
3639;PARIPIRANGA;BA;136;55;191;287.958.115.183.246.000;712.041.884.816.753.000
2670;JURUENA;MT;136;55;191;287.958.115.183.246.000;712.041.884.816.753.000
769;BREJETUBA;ES;183;74;257;287.937.743.190.661.000;712.062.256.809.338.000
5390;UBATUBA;SP;465;188;653;287.901.990.811.638.000;712.098.009.188.361.000
922;CAMACHO;MG;94;38;132;287.878.787.878.787.000;712.121.212.121.212.000
3109;MIRANORTE;TO;141;57;198;287.878.787.878.787.000;712.121.212.121.212.000
4407;SANTA CRUZ DE SALINAS;MG;94;38;132;287.878.787.878.787.000;712.121.212.121.212.000
5208;TAQUARUÄU DO SUL;RS;47;19;66;287.878.787.878.787.000;712.121.212.121.212.000
4655;S«O DOMINGOS DO PRATA;MG;188;76;264;287.878.787.878.787.000;712.121.212.121.212.000
4968;SAQUAREMA;RJ;428;173;601;287.853.577.371.048.000;712.146.422.628.951.000
549;BARREIROS;PE;240;97;337;287.833.827.893.175.000;712.166.172.106.824.000
3784;PESQUEIRA;PE;339;137;476;287.815.126.050.420.000;712.184.873.949.579.000
3023;MATINHA;MA;146;59;205;287.804.878.048.780.000;712.195.121.951.219.000
1678;ENGENHEIRO NAVARRO;MG;146;59;205;287.804.878.048.780.000;712.195.121.951.219.000
3890;PITANGUEIRAS;SP;245;99;344;287.790.697.674.418.000;712.209.302.325.581.000
3543;PALMA;MG;99;40;139;287.769.784.172.661.000;712.230.215.827.338.000
3342;NOVA FLORESTA;PB;99;40;139;287.769.784.172.661.000;712.230.215.827.338.000
1914;GENERAL SAMPAIO;CE;99;40;139;287.769.784.172.661.000;712.230.215.827.338.000
4726;S«O JO«O DA PONTE;MG;198;80;278;287.769.784.172.661.000;712.230.215.827.338.000
2857;MACHADINHO DO OESTE;RO;250;101;351;287.749.287.749.287.000;712.250.712.250.712.000
4203;RIBEIR«O PRETO;SP;1057;427;1484;287.735.849.056.603.000;712.264.150.943.396.000
4627;S«O BERNARDO;MA;151;61;212;287.735.849.056.603.000;712.264.150.943.396.000
3926;POJUCA;BA;354;143;497;287.726.358.148.893.000;712.273.641.851.106.000
3076;MIGUEL‡POLIS;SP;203;82;285;287.719.298.245.614.000;712.280.701.754.385.000
3175;MONTE SANTO;BA;255;103;358;287.709.497.206.703.000;712.290.502.793.296.000
2025;GUARANêSIA;MG;255;103;358;287.709.497.206.703.000;712.290.502.793.296.000
383;ARIPUAN«;MT;156;63;219;287.671.232.876.712.000;712.328.767.123.287.000
163;ALTO PARNA÷BA;MA;156;63;219;287.671.232.876.712.000;712.328.767.123.287.000
658;BOCA DA MATA;AL;156;63;219;287.671.232.876.712.000;712.328.767.123.287.000
3111;MIRANTE DA SERRA;RO;156;63;219;287.671.232.876.712.000;712.328.767.123.287.000
2286;IRAUÄUBA;CE;156;63;219;287.671.232.876.712.000;712.328.767.123.287.000
3947;PONTE BRANCA;MT;52;21;73;287.671.232.876.712.000;712.328.767.123.287.000
3811;PILÂES;RN;52;21;73;287.671.232.876.712.000;712.328.767.123.287.000
4241;RIO DOS BOIS;TO;104;42;146;287.671.232.876.712.000;712.328.767.123.287.000
4105;QUINJINGUE;BA;104;42;146;287.671.232.876.712.000;712.328.767.123.287.000
4511;SANTA TEREZA DO OESTE;PR;156;63;219;287.671.232.876.712.000;712.328.767.123.287.000
4924;S«O SEBASTI«O DE LAGOA DE ROÄA;PB;104;42;146;287.671.232.876.712.000;712.328.767.123.287.000
2777;LENÄ‡IS PAULISTA;SP;327;132;459;287.581.699.346.405.000;712.418.300.653.594.000
2492;JACIARA;MT;166;67;233;287.553.648.068.669.000;712.446.351.931.330.000
4691;S«O GABRIEL DA CACHOEIRA;AM;280;113;393;287.531.806.615.776.000;712.468.193.384.223.000
1084;CAPIT«O LE‚NIDAS MARQUES;PR;114;46;160;287.500.000.000.000.000;712.500.000.000.000.000
391;AROEIRAS;PB;114;46;160;287.500.000.000.000.000;712.500.000.000.000.000
4798;S«O JOSê DO CALÄADO;ES;171;69;240;287.500.000.000.000.000;712.500.000.000.000.000
5391;UBERABA;MG;570;230;800;287.500.000.000.000.000;712.500.000.000.000.000
5522;VIANA;ES;285;115;400;287.500.000.000.000.000;712.500.000.000.000.000
1073;CAPIM BRANCO;MG;176;71;247;287.449.392.712.550.000;712.550.607.287.449.000
